ID,VEHICLE_OWNERSHIP,VEHICLE_YEAR,VEHICLE_TYPE,ANNUAL_MILEAGE
558748,1.0,after 2015,sedan,11000.0
856630,0.0,after 2015,sedan,14000.0
200009,1.0,after 2015,sedan,11000.0
792252,1.0,after 2015,sedan,12000.0
462586,1.0,before 2015,sedan,13000.0
577965,1.0,before 2015,sedan,11000.0
896587,1.0,after 2015,sedan,14000.0
431538,0.0,before 2015,sports car,12000.0
164516,0.0,before 2015,sedan,13000.0
479577,1.0,after 2015,sedan,7000.0
938476,1.0,before 2015,sedan,8000.0
112454,0.0,before 2015,sedan,7000.0
91246,1.0,after 2015,sedan,8000.0
2743,0.0,before 2015,sedan,12000.0
248888,1.0,before 2015,sedan,12000.0
195523,0.0,before 2015,sedan,12000.0
981926,1.0,after 2015,sedan,13000.0
593426,1.0,before 2015,sedan,15000.0
235574,1.0,after 2015,sedan,12000.0
440993,1.0,before 2015,sedan,12000.0
446993,1.0,before 2015,sedan,14000.0
301242,1.0,before 2015,sedan,13000.0
7722,0.0,before 2015,sedan,15000.0
123443,1.0,after 2015,sedan,10000.0
112143,0.0,before 2015,sedan,11000.0
912138,0.0,before 2015,sports car,11000.0
601305,0.0,after 2015,sedan,11000.0
602274,1.0,after 2015,sedan,10000.0
352099,1.0,before 2015,sedan,13000.0
660400,1.0,before 2015,sedan,15000.0
267614,1.0,before 2015,sports car,11000.0
974380,1.0,before 2015,sedan,12000.0
346585,1.0,before 2015,sedan,17000.0
536135,1.0,before 2015,sedan,11000.0
75569,0.0,after 2015,sedan,11000.0
645135,1.0,after 2015,sedan,11000.0
421596,1.0,after 2015,sedan,9000.0
164636,1.0,before 2015,sedan,11000.0
405100,0.0,before 2015,sedan,14000.0
315223,1.0,before 2015,sedan,13000.0
628723,1.0,before 2015,sedan,10000.0
483693,0.0,before 2015,sedan,12000.0
416795,1.0,before 2015,sedan,12000.0
712973,0.0,before 2015,sedan,17000.0
755061,1.0,before 2015,sedan,15000.0
162614,1.0,before 2015,sedan,13000.0
466761,1.0,after 2015,sedan,11000.0
498232,1.0,before 2015,sedan,9000.0
170391,1.0,before 2015,sedan,11000.0
918640,1.0,before 2015,sedan,7000.0
273764,1.0,after 2015,sedan,8000.0
344228,1.0,after 2015,sedan,17000.0
809278,1.0,before 2015,sedan,10000.0
128369,0.0,before 2015,sedan,7000.0
194925,0.0,before 2015,sedan,13000.0
303507,0.0,before 2015,sedan,11000.0
244931,1.0,after 2015,sedan,9000.0
570030,1.0,before 2015,sedan,14000.0
918038,0.0,before 2015,sedan,13000.0
102325,0.0,before 2015,sports car,15000.0
761911,0.0,before 2015,sedan,11000.0
271656,1.0,before 2015,sedan,12000.0
820690,1.0,after 2015,sedan,9000.0
622930,0.0,before 2015,sedan,15000.0
81394,1.0,before 2015,sedan,13000.0
373844,1.0,before 2015,sedan,12000.0
368392,0.0,before 2015,sedan,14000.0
447175,1.0,before 2015,sedan,15000.0
182095,1.0,before 2015,sedan,14000.0
451696,1.0,before 2015,sedan,12000.0
617007,1.0,after 2015,sedan,10000.0
560773,1.0,after 2015,sedan,13000.0
438008,1.0,before 2015,sedan,17000.0
212573,0.0,before 2015,sedan,17000.0
492516,1.0,before 2015,sedan,9000.0
538225,0.0,after 2015,sedan,11000.0
658402,0.0,before 2015,sedan,11000.0
325516,1.0,before 2015,sedan,13000.0
905750,1.0,before 2015,sedan,7000.0
107029,1.0,before 2015,sedan,10000.0
124204,0.0,before 2015,sedan,17000.0
968669,1.0,after 2015,sedan,9000.0
993267,1.0,before 2015,sedan,14000.0
423938,1.0,after 2015,sedan,11000.0
125168,1.0,before 2015,sedan,16000.0
525386,1.0,before 2015,sedan,10000.0
500215,1.0,before 2015,sedan,11000.0
572994,1.0,after 2015,sedan,11000.0
319953,0.0,before 2015,sports car,13000.0
487355,0.0,before 2015,sedan,10000.0
232470,1.0,before 2015,sedan,14000.0
565198,0.0,before 2015,sedan,12000.0
371727,1.0,after 2015,sedan,15000.0
613091,1.0,after 2015,sedan,11000.0
88882,0.0,before 2015,sedan,5000.0
351757,0.0,before 2015,sedan,9000.0
735929,0.0,before 2015,sedan,10000.0
224890,1.0,before 2015,sports car,15000.0
864601,0.0,before 2015,sedan,16000.0
485798,0.0,after 2015,sedan,13000.0
733833,1.0,before 2015,sedan,13000.0
750465,0.0,before 2015,sedan,14000.0
660556,1.0,before 2015,sedan,9000.0
28109,1.0,before 2015,sedan,7000.0
219960,1.0,before 2015,sports car,16000.0
76297,1.0,after 2015,sedan,13000.0
403707,0.0,before 2015,sports car,13000.0
792734,1.0,after 2015,sedan,9000.0
519764,1.0,before 2015,sedan,15000.0
912172,1.0,after 2015,sedan,10000.0
560068,1.0,before 2015,sedan,10000.0
126077,1.0,before 2015,sedan,12000.0
220269,1.0,before 2015,sedan,14000.0
856902,0.0,before 2015,sedan,16000.0
241888,0.0,before 2015,sedan,11000.0
908199,1.0,after 2015,sedan,13000.0
373218,1.0,before 2015,sedan,12000.0
313500,1.0,before 2015,sedan,10000.0
919241,1.0,after 2015,sedan,7000.0
647888,0.0,before 2015,sedan,13000.0
161832,0.0,before 2015,sedan,11000.0
476769,0.0,before 2015,sedan,7000.0
447424,1.0,before 2015,sedan,12000.0
201707,1.0,before 2015,sedan,9000.0
903320,0.0,before 2015,sedan,12000.0
486639,1.0,before 2015,sedan,11000.0
252686,1.0,after 2015,sedan,13000.0
233200,0.0,before 2015,sedan,14000.0
667165,0.0,before 2015,sedan,9000.0
950296,1.0,after 2015,sedan,15000.0
243888,0.0,before 2015,sedan,17000.0
605896,1.0,before 2015,sedan,13000.0
871858,0.0,before 2015,sedan,14000.0
319494,1.0,after 2015,sedan,13000.0
959164,1.0,before 2015,sedan,13000.0
675192,1.0,before 2015,sedan,10000.0
546719,0.0,before 2015,sports car,12000.0
96803,1.0,after 2015,sedan,12000.0
37956,1.0,before 2015,sedan,6000.0
739932,0.0,before 2015,sedan,12000.0
103308,1.0,after 2015,sedan,9000.0
824793,1.0,before 2015,sedan,10000.0
487034,1.0,after 2015,sedan,14000.0
253078,1.0,before 2015,sports car,12000.0
587387,1.0,after 2015,sedan,9000.0
334556,1.0,after 2015,sedan,10000.0
732295,1.0,before 2015,sedan,14000.0
933941,0.0,before 2015,sedan,14000.0
871263,1.0,after 2015,sedan,11000.0
864717,1.0,after 2015,sedan,11000.0
565346,1.0,before 2015,sedan,16000.0
718626,0.0,after 2015,sedan,12000.0
921816,1.0,after 2015,sedan,13000.0
431031,0.0,before 2015,sedan,13000.0
200636,1.0,before 2015,sedan,14000.0
22475,1.0,before 2015,sedan,11000.0
254814,1.0,after 2015,sedan,11000.0
799392,1.0,after 2015,sedan,11000.0
408048,1.0,before 2015,sedan,12000.0
312015,1.0,after 2015,sedan,15000.0
280243,1.0,after 2015,sedan,12000.0
161784,0.0,before 2015,sedan,11000.0
979772,1.0,after 2015,sedan,6000.0
297613,1.0,after 2015,sedan,12000.0
178142,1.0,before 2015,sedan,11000.0
622497,1.0,after 2015,sedan,12000.0
342957,1.0,after 2015,sedan,9000.0
821985,1.0,before 2015,sedan,7000.0
810334,1.0,before 2015,sedan,8000.0
818305,1.0,after 2015,sedan,11000.0
586430,0.0,before 2015,sedan,10000.0
662672,0.0,before 2015,sedan,13000.0
770081,0.0,after 2015,sedan,17000.0
787457,1.0,after 2015,sedan,15000.0
527739,1.0,before 2015,sedan,14000.0
571298,1.0,before 2015,sedan,9000.0
701289,1.0,before 2015,sports car,15000.0
879256,0.0,before 2015,sedan,9000.0
649732,1.0,before 2015,sedan,10000.0
855779,1.0,before 2015,sedan,12000.0
625532,0.0,after 2015,sedan,12000.0
3025,1.0,before 2015,sedan,8000.0
683267,0.0,before 2015,sedan,10000.0
969959,1.0,before 2015,sedan,14000.0
912505,0.0,before 2015,sedan,16000.0
298912,1.0,before 2015,sedan,16000.0
336753,0.0,before 2015,sedan,12000.0
667341,1.0,after 2015,sedan,16000.0
790649,0.0,before 2015,sedan,12000.0
967869,1.0,after 2015,sports car,12000.0
806032,0.0,before 2015,sedan,14000.0
648666,0.0,before 2015,sedan,9000.0
21860,1.0,before 2015,sedan,12000.0
983493,0.0,before 2015,sedan,10000.0
916881,0.0,before 2015,sedan,13000.0
381852,0.0,before 2015,sedan,14000.0
937208,1.0,after 2015,sedan,13000.0
95412,1.0,after 2015,sedan,10000.0
157650,0.0,before 2015,sedan,15000.0
84004,1.0,after 2015,sedan,9000.0
46700,1.0,after 2015,sedan,15000.0
650982,1.0,before 2015,sedan,12000.0
495635,0.0,before 2015,sedan,9000.0
471169,1.0,after 2015,sedan,13000.0
725883,1.0,before 2015,sedan,12000.0
425246,0.0,after 2015,sedan,14000.0
887542,0.0,after 2015,sedan,9000.0
541272,0.0,before 2015,sedan,10000.0
826670,1.0,before 2015,sedan,7000.0
574624,0.0,after 2015,sedan,12000.0
453895,1.0,before 2015,sedan,10000.0
111851,1.0,before 2015,sports car,13000.0
47628,1.0,before 2015,sedan,11000.0
708828,1.0,after 2015,sedan,7000.0
819883,1.0,before 2015,sedan,9000.0
232634,1.0,before 2015,sedan,11000.0
892258,1.0,before 2015,sedan,10000.0
243010,0.0,before 2015,sedan,8000.0
368602,1.0,before 2015,sedan,8000.0
623636,0.0,after 2015,sedan,14000.0
757103,0.0,before 2015,sedan,15000.0
375862,1.0,before 2015,sedan,12000.0
732956,0.0,before 2015,sedan,16000.0
774402,1.0,after 2015,sedan,13000.0
656626,1.0,before 2015,sedan,13000.0
816938,0.0,before 2015,sedan,13000.0
440294,0.0,before 2015,sedan,12000.0
792276,1.0,after 2015,sedan,12000.0
951251,1.0,before 2015,sedan,10000.0
395570,0.0,before 2015,sedan,16000.0
736323,0.0,before 2015,sedan,9000.0
725583,1.0,before 2015,sedan,15000.0
954412,0.0,before 2015,sedan,10000.0
931629,0.0,before 2015,sedan,12000.0
255230,1.0,before 2015,sedan,13000.0
31403,1.0,before 2015,sedan,11000.0
136957,1.0,before 2015,sedan,5000.0
58535,0.0,after 2015,sedan,8000.0
592584,1.0,before 2015,sedan,8000.0
263154,0.0,before 2015,sedan,14000.0
842364,1.0,after 2015,sedan,12000.0
687419,1.0,after 2015,sedan,11000.0
306684,1.0,before 2015,sedan,12000.0
883009,1.0,before 2015,sedan,14000.0
74704,1.0,before 2015,sedan,14000.0
142973,0.0,before 2015,sedan,16000.0
100513,1.0,after 2015,sedan,9000.0
984062,0.0,before 2015,sedan,14000.0
538916,1.0,before 2015,sedan,13000.0
881409,1.0,before 2015,sedan,16000.0
967125,1.0,before 2015,sedan,10000.0
530396,1.0,before 2015,sedan,13000.0
456215,0.0,after 2015,sedan,14000.0
464357,0.0,before 2015,sports car,10000.0
28229,1.0,before 2015,sedan,13000.0
577557,1.0,before 2015,sedan,15000.0
29218,0.0,before 2015,sedan,12000.0
850080,1.0,after 2015,sedan,13000.0
851438,0.0,before 2015,sedan,9000.0
75241,1.0,before 2015,sedan,10000.0
292051,1.0,before 2015,sedan,15000.0
155114,1.0,before 2015,sedan,13000.0
786259,1.0,before 2015,sedan,9000.0
444073,1.0,after 2015,sedan,15000.0
55182,1.0,after 2015,sedan,10000.0
611274,1.0,before 2015,sedan,11000.0
97079,0.0,before 2015,sedan,9000.0
178185,0.0,before 2015,sedan,14000.0
857849,1.0,after 2015,sports car,9000.0
26255,1.0,before 2015,sedan,10000.0
787417,0.0,before 2015,sedan,16000.0
993623,1.0,before 2015,sedan,9000.0
372474,1.0,after 2015,sedan,13000.0
106981,1.0,before 2015,sedan,12000.0
220243,0.0,before 2015,sedan,10000.0
784778,1.0,before 2015,sedan,12000.0
278151,1.0,before 2015,sedan,16000.0
481388,0.0,before 2015,sedan,12000.0
827198,1.0,before 2015,sedan,8000.0
55712,0.0,before 2015,sedan,14000.0
748080,1.0,before 2015,sedan,14000.0
877703,1.0,before 2015,sedan,14000.0
402240,0.0,after 2015,sedan,10000.0
191449,1.0,before 2015,sedan,15000.0
304034,1.0,after 2015,sedan,12000.0
915799,1.0,after 2015,sedan,6000.0
580249,1.0,before 2015,sedan,12000.0
166102,1.0,before 2015,sedan,12000.0
455260,1.0,before 2015,sedan,9000.0
137502,0.0,after 2015,sedan,10000.0
147076,0.0,before 2015,sedan,13000.0
447397,1.0,after 2015,sedan,17000.0
968169,0.0,before 2015,sedan,12000.0
573424,1.0,before 2015,sedan,12000.0
94746,0.0,before 2015,sedan,15000.0
858153,1.0,before 2015,sedan,8000.0
658967,1.0,after 2015,sedan,14000.0
829242,1.0,before 2015,sedan,10000.0
57521,1.0,before 2015,sedan,14000.0
389871,1.0,after 2015,sedan,10000.0
766476,0.0,before 2015,sedan,14000.0
37701,0.0,before 2015,sedan,13000.0
678182,0.0,before 2015,sedan,11000.0
357428,1.0,after 2015,sports car,8000.0
16345,1.0,before 2015,sedan,11000.0
380072,1.0,before 2015,sedan,14000.0
202978,1.0,before 2015,sedan,12000.0
444245,0.0,after 2015,sedan,11000.0
672478,1.0,before 2015,sedan,11000.0
284939,1.0,after 2015,sedan,13000.0
385568,1.0,before 2015,sports car,9000.0
769261,1.0,after 2015,sedan,9000.0
559890,1.0,before 2015,sedan,11000.0
326316,1.0,after 2015,sedan,8000.0
574525,0.0,before 2015,sedan,19000.0
44924,1.0,after 2015,sedan,8000.0
877892,1.0,after 2015,sedan,8000.0
790141,0.0,before 2015,sedan,12000.0
236395,0.0,before 2015,sedan,16000.0
856269,1.0,before 2015,sedan,11000.0
979902,1.0,before 2015,sedan,16000.0
734217,1.0,before 2015,sedan,9000.0
103367,1.0,before 2015,sedan,13000.0
946258,1.0,before 2015,sedan,9000.0
108490,1.0,before 2015,sedan,17000.0
35975,1.0,after 2015,sedan,15000.0
286318,0.0,after 2015,sedan,15000.0
333970,1.0,after 2015,sedan,13000.0
145697,1.0,before 2015,sedan,6000.0
826708,1.0,after 2015,sedan,14000.0
334482,0.0,before 2015,sedan,15000.0
803266,1.0,before 2015,sedan,15000.0
19261,1.0,before 2015,sedan,11000.0
291075,1.0,before 2015,sports car,12000.0
433426,0.0,before 2015,sedan,16000.0
289772,1.0,before 2015,sedan,10000.0
927179,0.0,before 2015,sedan,13000.0
976974,1.0,before 2015,sedan,6000.0
615312,1.0,before 2015,sedan,10000.0
456321,0.0,before 2015,sedan,9000.0
775,1.0,before 2015,sedan,10000.0
620196,1.0,before 2015,sedan,9000.0
510560,1.0,before 2015,sedan,13000.0
631945,1.0,after 2015,sedan,8000.0
457682,0.0,before 2015,sedan,10000.0
202964,0.0,after 2015,sedan,8000.0
2375,0.0,before 2015,sedan,13000.0
730415,1.0,before 2015,sports car,12000.0
749543,1.0,before 2015,sports car,15000.0
930990,1.0,after 2015,sedan,16000.0
455333,0.0,after 2015,sedan,9000.0
738554,1.0,before 2015,sedan,14000.0
378210,0.0,before 2015,sedan,9000.0
772502,0.0,before 2015,sedan,14000.0
994772,1.0,before 2015,sedan,10000.0
881849,1.0,before 2015,sedan,13000.0
39296,1.0,after 2015,sedan,9000.0
603433,1.0,before 2015,sedan,11000.0
882026,0.0,before 2015,sedan,14000.0
238126,1.0,after 2015,sedan,7000.0
110747,1.0,before 2015,sedan,9000.0
402988,1.0,after 2015,sedan,11000.0
65338,1.0,after 2015,sedan,16000.0
322984,1.0,after 2015,sedan,13000.0
124236,1.0,before 2015,sedan,13000.0
245004,1.0,before 2015,sedan,11000.0
942949,1.0,before 2015,sedan,8000.0
877595,1.0,before 2015,sedan,15000.0
623455,1.0,before 2015,sedan,12000.0
138425,1.0,before 2015,sedan,12000.0
125702,0.0,after 2015,sedan,9000.0
911755,1.0,before 2015,sedan,16000.0
297583,1.0,before 2015,sedan,14000.0
351854,1.0,after 2015,sedan,14000.0
908318,0.0,before 2015,sedan,11000.0
801470,1.0,before 2015,sedan,15000.0
843505,1.0,after 2015,sedan,11000.0
74575,0.0,after 2015,sedan,16000.0
670220,1.0,before 2015,sports car,11000.0
551000,1.0,after 2015,sedan,12000.0
741897,1.0,before 2015,sedan,13000.0
483174,1.0,before 2015,sedan,14000.0
131420,1.0,before 2015,sedan,8000.0
271098,0.0,before 2015,sedan,6000.0
511051,1.0,before 2015,sedan,11000.0
985811,1.0,before 2015,sedan,10000.0
85826,0.0,before 2015,sedan,7000.0
733410,0.0,before 2015,sedan,16000.0
701507,1.0,before 2015,sedan,10000.0
760210,1.0,before 2015,sedan,13000.0
420204,1.0,before 2015,sedan,9000.0
856867,0.0,after 2015,sedan,12000.0
899785,1.0,after 2015,sedan,8000.0
3396,1.0,after 2015,sedan,11000.0
442295,0.0,before 2015,sedan,13000.0
860165,0.0,before 2015,sedan,9000.0
3643,0.0,before 2015,sedan,16000.0
732109,0.0,before 2015,sedan,13000.0
906608,1.0,after 2015,sedan,9000.0
393826,1.0,after 2015,sedan,12000.0
189740,0.0,before 2015,sedan,13000.0
532841,1.0,before 2015,sedan,14000.0
853929,1.0,after 2015,sedan,9000.0
43773,1.0,after 2015,sedan,11000.0
748793,0.0,after 2015,sedan,10000.0
664908,1.0,before 2015,sedan,9000.0
119593,0.0,before 2015,sports car,16000.0
966113,0.0,before 2015,sedan,13000.0
89090,0.0,after 2015,sedan,15000.0
931351,0.0,after 2015,sedan,11000.0
538716,1.0,before 2015,sedan,15000.0
812013,1.0,after 2015,sedan,13000.0
736366,1.0,before 2015,sedan,9000.0
496206,1.0,after 2015,sedan,11000.0
263890,1.0,after 2015,sedan,10000.0
373953,1.0,before 2015,sedan,11000.0
412526,1.0,after 2015,sedan,14000.0
868060,0.0,before 2015,sedan,14000.0
629030,1.0,before 2015,sports car,12000.0
902206,0.0,before 2015,sedan,10000.0
586895,0.0,after 2015,sedan,11000.0
432813,1.0,before 2015,sedan,13000.0
412666,1.0,after 2015,sedan,9000.0
857882,1.0,before 2015,sedan,9000.0
169712,1.0,before 2015,sedan,11000.0
805808,1.0,before 2015,sedan,12000.0
382504,1.0,after 2015,sedan,13000.0
800261,1.0,before 2015,sedan,13000.0
457638,1.0,before 2015,sedan,14000.0
594430,1.0,after 2015,sedan,11000.0
793952,1.0,before 2015,sedan,9000.0
20645,1.0,after 2015,sedan,10000.0
708649,1.0,before 2015,sedan,14000.0
830889,1.0,before 2015,sedan,12000.0
724739,1.0,after 2015,sports car,11000.0
33697,0.0,before 2015,sedan,18000.0
435205,1.0,after 2015,sedan,11000.0
496098,1.0,after 2015,sedan,11000.0
20669,0.0,before 2015,sedan,14000.0
527774,1.0,after 2015,sedan,16000.0
404128,1.0,before 2015,sedan,10000.0
439480,1.0,before 2015,sedan,12000.0
621010,0.0,before 2015,sedan,14000.0
353690,0.0,before 2015,sedan,18000.0
112838,1.0,before 2015,sedan,11000.0
190804,0.0,before 2015,sedan,10000.0
663470,0.0,before 2015,sedan,15000.0
629803,0.0,before 2015,sedan,14000.0
84243,0.0,before 2015,sedan,16000.0
899894,0.0,before 2015,sedan,16000.0
758470,1.0,after 2015,sedan,11000.0
517351,0.0,before 2015,sedan,10000.0
812159,0.0,after 2015,sedan,13000.0
313107,1.0,after 2015,sedan,16000.0
981198,1.0,before 2015,sedan,9000.0
144973,1.0,after 2015,sedan,11000.0
674108,1.0,before 2015,sedan,11000.0
107843,1.0,before 2015,sedan,11000.0
118824,0.0,before 2015,sedan,13000.0
309430,1.0,after 2015,sedan,13000.0
211543,0.0,before 2015,sedan,17000.0
994291,1.0,before 2015,sports car,10000.0
997014,0.0,after 2015,sedan,12000.0
517032,0.0,before 2015,sedan,11000.0
597978,1.0,after 2015,sedan,15000.0
45019,0.0,before 2015,sedan,14000.0
462574,0.0,before 2015,sedan,16000.0
962015,0.0,before 2015,sedan,13000.0
253678,0.0,before 2015,sedan,7000.0
692697,1.0,before 2015,sedan,9000.0
929521,1.0,before 2015,sedan,14000.0
964716,0.0,before 2015,sedan,8000.0
563264,1.0,before 2015,sedan,17000.0
129280,1.0,after 2015,sedan,11000.0
415020,1.0,before 2015,sedan,13000.0
429468,1.0,after 2015,sedan,13000.0
679338,1.0,after 2015,sedan,8000.0
451103,0.0,after 2015,sedan,10000.0
932826,1.0,after 2015,sedan,11000.0
765652,1.0,before 2015,sports car,15000.0
186,0.0,before 2015,sedan,8000.0
62930,0.0,before 2015,sports car,9000.0
197936,1.0,after 2015,sedan,11000.0
236019,1.0,before 2015,sedan,11000.0
184376,1.0,before 2015,sedan,13000.0
186552,1.0,before 2015,sedan,10000.0
519425,1.0,after 2015,sedan,12000.0
108122,0.0,after 2015,sedan,16000.0
936450,1.0,after 2015,sedan,7000.0
529009,1.0,before 2015,sedan,12000.0
833844,1.0,before 2015,sedan,11000.0
91848,1.0,before 2015,sedan,10000.0
960784,1.0,before 2015,sedan,9000.0
342618,0.0,after 2015,sedan,10000.0
453418,1.0,after 2015,sedan,9000.0
172677,1.0,before 2015,sedan,10000.0
350213,1.0,after 2015,sedan,15000.0
427060,1.0,after 2015,sedan,11000.0
202943,1.0,before 2015,sedan,12000.0
551323,1.0,after 2015,sedan,15000.0
38580,1.0,before 2015,sedan,15000.0
193387,1.0,after 2015,sedan,9000.0
26228,1.0,before 2015,sedan,7000.0
135509,1.0,after 2015,sedan,13000.0
818522,1.0,after 2015,sedan,15000.0
372874,0.0,before 2015,sedan,17000.0
540632,1.0,before 2015,sedan,16000.0
45157,0.0,before 2015,sedan,11000.0
70979,0.0,before 2015,sedan,7000.0
668552,0.0,before 2015,sedan,17000.0
621262,1.0,after 2015,sedan,12000.0
976455,0.0,before 2015,sedan,12000.0
816614,1.0,before 2015,sedan,9000.0
558961,1.0,after 2015,sedan,10000.0
840221,1.0,before 2015,sedan,9000.0
659990,1.0,before 2015,sedan,14000.0
518694,1.0,after 2015,sedan,10000.0
